File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
c1de89ed-d37c-4d19-9f04-579905c81120	28aeff63-ff53-417c-868c-156b9ee973c9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7672	TCGA-44-7672-01A	Primary Tumor
2bf015cb-0caa-4f82-b42d-19ed764f7edc	5b1d889e-c40d-4f58-a4b3-9e9eb0835e86.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7535	TCGA-78-7535-01A	Primary Tumor
b0feb1c4-a349-4128-a4aa-d98ea7ac8ffb	f0051b3a-479d-4410-ab85-270618818492.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-64-5781	TCGA-64-5781-01A	Primary Tumor
80a457cf-5cc2-4a63-b149-bfc7c6d4332b	b61c1708-a9ba-429f-b77a-5d90ae00801e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7667	TCGA-44-7667-01A	Primary Tumor
f0186c98-6330-4a9b-a127-5f160d280e63	f387829d-a128-4eda-9d8a-10d63bb1ee9c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-6593	TCGA-50-6593-01A	Primary Tumor
bae533a9-e440-4ec5-9c55-befc006f32bf	aa6fa30d-df3b-471d-930f-c630fd74685d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-67-3771	TCGA-67-3771-01A	Primary Tumor
4ba26854-e60e-4434-8cde-ad6a702b0e4c	666f2619-6de9-44f3-9855-47d8d76a242c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-6971	TCGA-55-6971-01A	Primary Tumor
f1e01b7c-8c6f-44b0-a388-be10b3935cf3	09572b33-5517-462d-9a46-ec3d9b11b59b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7914	TCGA-55-7914-01A	Primary Tumor
98b285b5-9895-4e7a-8058-ddf214a68c07	ab9a2346-939f-4dea-ae9a-bbdb39e331b1.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-55-8089	TCGA-55-8089-01A	Primary Tumor
1f40c0f9-869d-4e78-96f6-a785866fa03f	f93932b6-c8c3-45d8-9911-c4d387d9bad0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A57B	TCGA-55-A57B-01A	Primary Tumor
36186117-b32b-4ce4-bd65-6c8a8627daac	2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4249	TCGA-05-4249-01A	Primary Tumor
6f83b0a9-14d0-4628-9056-24863ba1412f	c82fae78-8252-4384-80ac-bcf667d8798c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-91-6835	TCGA-91-6835-01A	Primary Tumor
dcfc9943-184c-48d7-aaed-ff6cf1e95790	a816b8cd-16f0-4a18-8896-013c3e65b2a6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-64-1679	TCGA-64-1679-01A	Primary Tumor
34a53742-0155-4fca-81ea-eb7be7113533	7f147a1b-4ca6-481b-a79d-be653bbff528.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-64-1679	TCGA-64-1679-01A	Primary Tumor
fae04d12-be1b-4604-9d65-ed82521da937	6095fc44-4542-4435-8e6b-dba09b3f7f92.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7552	TCGA-97-7552-01A	Primary Tumor
dab7c1ca-5e24-4f93-a080-f8dca655bf5b	6707ec34-37ed-48f7-8822-66f174a3424b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-5425	TCGA-05-5425-01A	Primary Tumor
ed4f8fa0-3ccb-4b33-a5b8-a410d83c171e	f219ec1a-e6e8-4c84-8525-e2fcd63b8d24.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-69-7764	TCGA-69-7764-01A	Primary Tumor
001c6345-176c-4ab3-a0c8-27384879a8ff	8f4891e2-55c1-48f4-bdce-c3848f74b8dc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-80-5608	TCGA-80-5608-01A	Primary Tumor
8d321053-536c-4d38-aeab-83d7cf92e83e	86a8048e-0a27-4df7-85a8-fb7af2664f29.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-05-4389	TCGA-05-4389-01A	Primary Tumor
4a327483-57da-4ffc-8712-22544ed04fed	6095fc44-4542-4435-8e6b-dba09b3f7f92.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7552	TCGA-97-7552-01A	Primary Tumor
8ea0b17c-88a4-4b8f-8022-e8cc3167008d	c47d24d0-c37f-4e6e-be9e-a1e061808093.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-7670	TCGA-44-7670-01A	Primary Tumor
177ef216-2e8c-4f85-badf-788aba705130	efa9c92c-2953-4e09-ae54-b47ad9d02c53.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4418	TCGA-05-4418-01A	Primary Tumor
3a018d34-a26b-40bc-a8ae-42d59342723a	7d77efb6-ce73-4e81-8cf3-957835f58334.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A493	TCGA-55-A493-01A	Primary Tumor
db95d012-65e0-4c6e-9068-a38fb3fc0cb9	3926dba3-b7b5-45c8-aa60-b8fe6dd8f114.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8056	TCGA-86-8056-01A	Primary Tumor
5bab427c-04f6-498b-a24c-4f454ee58df0	29326e2f-eab7-445d-93e7-9290731745e7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8505	TCGA-55-8505-01A	Primary Tumor
2c2e7d78-c7e1-4409-a304-35e79be7376e	a5bb29e7-e53f-45f4-a040-d2ac3c3fff1d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-L9-A743	TCGA-L9-A743-01A	Primary Tumor
f2713c04-c26d-4f16-b512-4b731330df06	1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7760	TCGA-69-7760-01A	Primary Tumor
927e1755-fd31-4e99-8bee-857cc62d065e	d14e0a59-4f3a-4d92-9a54-82925bd470aa.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4505	TCGA-49-4505-01A	Primary Tumor
7fc73f21-2288-47dd-8a20-dfd0e4c15182	15cb60cb-b0ac-45e6-a52d-11a4cb3eeb6a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-75-6205	TCGA-75-6205-01A	Primary Tumor
778df2c1-8772-489f-95c5-1f088ded6c38	adf180fd-e40c-433a-af02-9c2cfe8174bd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6979	TCGA-55-6979-11A	Solid Tissue Normal
782c15f6-580e-42be-91f3-f6458a17d6b0	e750282f-7315-46bb-9911-5bdac74fb1eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6829	TCGA-91-6829-01A	Primary Tumor
eddf7637-a69b-4885-ac0a-bb0f558715e6	f9d52f9e-4f82-431a-a427-1c1259b8e765.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7146	TCGA-78-7146-01A	Primary Tumor
bdd08ec7-5b01-4d06-a1fe-cca27bc30196	4f2b6b76-3a34-4cb6-9ec3-e343171ff2c2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8668	TCGA-86-8668-01A	Primary Tumor
301f09fa-4eb3-429b-9fe2-a25d270a9f48	0549c0d2-137d-4de8-8578-f043523b56c1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8614	TCGA-55-8614-01A	Primary Tumor
6ce37153-d523-437a-ac96-c098a0c9eb60	783a2365-c4a2-4db4-ab14-d52e603d8230.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2662	TCGA-44-2662-11A	Solid Tissue Normal
ad720e79-5111-418b-b440-991fe6354f72	2391658d-7cf2-4a09-8dd5-19ea7a37dadf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6849	TCGA-91-6849-11A	Solid Tissue Normal
c8afdbba-ec32-4289-8893-6be495151e67	7b3fca6d-8886-46b4-99fa-cc87e6790c9f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AARE	TCGA-49-AARE-01A	Primary Tumor
999f701a-2bd2-4e9d-94af-08d0f1be769c	dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4405	TCGA-05-4405-01A	Primary Tumor
90d9e2d2-21c3-43a4-98ea-13719189aac7	64d2208f-1ad7-4209-8744-9eee55186fe3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6987	TCGA-55-6987-01A	Primary Tumor
87a78e21-7753-4ea2-96af-fab7550f5f54	287715d0-5667-434b-b104-9de5b5843877.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-A4M1	TCGA-97-A4M1-01A	Primary Tumor
58e081d3-58ce-4bdb-a9e3-8e61e2772b4b	290a01d5-0516-4430-97e3-7f347e414664.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-93-A4JP	TCGA-93-A4JP-01A	Primary Tumor
76541844-6cf0-4c49-89b3-6d681c9fb9d3	0707ddc2-77f7-41e2-ad4c-783673d0ecbe.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-83-5908	TCGA-83-5908-01A	Primary Tumor
a48a90a1-ebd8-46d5-a8b6-6c2b0ba00c72	4c966efe-8d3b-4c95-beaf-9c84d90983f1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-8655	TCGA-78-8655-01A	Primary Tumor
8932c153-d295-4ef8-a422-de3a1d3f8d10	fda300eb-a8da-4665-bd1f-acf6e67bcaf4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TF	TCGA-MP-A4TF-01A	Primary Tumor
8e34a36d-5da5-469a-b421-443da9ab8e4c	5f2cbe13-1d46-4271-b0b7-3b7abdc71c63.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-MP-A4TC	TCGA-MP-A4TC-01A	Primary Tumor
579cf35c-12b6-44d8-9678-504ced3a495a	df652972-6474-474a-9745-4b58fff68744.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8203	TCGA-55-8203-01A	Primary Tumor
9a688f9e-78ac-4ef3-8018-0d0d7bcd8db5	20a96363-a968-445a-bd9a-96b27e403516.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-64-1680	TCGA-64-1680-01A	Primary Tumor
178f4382-cf39-46cf-9396-0ffc1772a177	35b65134-1bef-4c64-8606-3df38c275dda.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-MP-A4TI	TCGA-MP-A4TI-01A	Primary Tumor
7c35d793-6528-4258-bc21-8056a19f6278	037b5a94-487e-4f5b-90a3-d696eb4a8a3e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7911	TCGA-55-7911-01A	Primary Tumor
dc5f1e41-5bef-4e89-92bb-9b2491c829e9	e0b77dd6-ec8d-4d98-8580-dc8d12c87e28.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-44-2657	TCGA-44-2657-01A	Primary Tumor
28d7e873-9d48-49db-b12e-f2170372f781	d5f25144-670d-489c-a183-2277bb7d415e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-L9-A5IP	TCGA-L9-A5IP-01A	Primary Tumor
aad9fc35-615f-4ac9-acdd-9a6fb091b227	9f64d4a4-e4ad-4ee1-89a1-049b78956bcb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6848	TCGA-91-6848-01A	Primary Tumor
654df6ee-c7ac-4d5c-b0c7-52c67468f328	2ba1fb7e-8853-46ab-8536-770345dc6e9c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-8171	TCGA-97-8171-01A	Primary Tumor
5e903708-799e-4c5c-9a1c-1ba61c0aa87a	9e64cef1-ee63-44eb-b58f-c19b98c99c9e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8073	TCGA-86-8073-01A	Primary Tumor
c21834bc-5221-49ce-8634-a10a5effef9f	d0918436-f01a-49c3-afba-5c29f4076f6c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4670	TCGA-73-4670-01A	Primary Tumor
f70d50d5-2ae4-4d6c-b0fb-2337251c1f57	0b19f7dc-7a5b-40a5-8be6-4a503be0d41d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-MP-A4SW	TCGA-MP-A4SW-01A	Primary Tumor
03ed5d81-eb7b-434f-8faa-7a99143664ed	a12ff0ad-8580-4cec-9e63-1175335f0316.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-53-7626	TCGA-53-7626-01A	Primary Tumor
8fe8a4da-0183-42e0-9c86-fd941fe1b3b8	01667231-844e-4f98-905c-c0ecafee35b5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-5122	TCGA-75-5122-01A	Primary Tumor
9bb510ea-af13-42fb-93a1-dba0da1e6f3b	0fca0e34-1499-410a-a5a1-561406245e03.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-3396	TCGA-44-3396-01A	Primary Tumor
f19e911c-4f80-4373-a64c-2aa6161350ad	89658cba-f8bd-49a1-99a7-265f7d5195c8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-3917	TCGA-44-3917-01A	Primary Tumor
258d400a-c5ca-43ee-9392-ea1f176a3f3c	bf09f1fe-5f5d-4262-9159-5ec62f86294e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-80-5611	TCGA-80-5611-01A	Primary Tumor
193ddc3f-b7fc-4f3a-a4e8-7e7e74734b7d	ba17045d-3dee-4863-9cec-54e2da669662.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-53-7624	TCGA-53-7624-01A	Primary Tumor
511aac19-5b70-4e30-8768-2373cee64821	ac32a9f2-e148-4e70-899e-78b8ae563839.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-64-5775	TCGA-64-5775-01A	Primary Tumor
ffaa1f68-73f5-429c-9e70-5c8478fc7dbe	f22c50cc-a044-4ac3-bcd1-5ed18b0e8359.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-05-4432	TCGA-05-4432-01A	Primary Tumor
90c51069-913b-40b7-aa49-87d7c83f8da0	69ad4bfb-b94a-4b72-986b-d6a73febd362.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6835	TCGA-91-6835-01A	Primary Tumor
09d93428-e1ad-4a00-a849-689a05db66fd	8dcf8486-6c13-4623-90c9-2c9f65f58fc8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-7659	TCGA-44-7659-01A	Primary Tumor
60729d78-c5c4-464c-8927-ecde0083af08	06b1bbf5-07e5-4a03-aea1-f7203bab2572.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A4DG	TCGA-55-A4DG-01A	Primary Tumor
06dbc523-8c42-4cac-9e51-b956657ad143	3107533c-054e-463c-b2bc-73ba71ed133a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6985	TCGA-55-6985-01A	Primary Tumor
e5a07868-5bf0-409b-acb9-a75af94b1116	d4bd5ebc-ef30-47fa-af3f-3e5125ef8116.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-49-AAR0	TCGA-49-AAR0-01A	Primary Tumor
530015ae-0f56-49d1-bf54-09d3601d3438	5c688f5d-2627-4437-8902-f2d29c8d1d9b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-L9-A50W	TCGA-L9-A50W-01A	Primary Tumor
7fa7ac91-3f42-4f1d-9b9d-b45b8087ee3d	5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TD	TCGA-MP-A4TD-01A	Primary Tumor
f3f07ac1-c571-4372-a942-fff044cd7574	6f7a250a-353a-4306-8c29-eec6582884eb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6847	TCGA-91-6847-11A	Solid Tissue Normal
62e75527-05e7-49b1-b2db-7e9266197f5d	12c55be3-f760-4ec7-9e69-a8effbfa9466.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-71-6725	TCGA-71-6725-01A	Primary Tumor
54aed217-98a4-46e1-8f62-5969a8519d9d	0a5aa815-9305-4ed3-a0fb-7b6dc6fc503d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-55-7726	TCGA-55-7726-01A	Primary Tumor
30e83f25-5c45-4f80-9728-72d37eac09a2	f1382ff6-7c8b-466e-b6fd-bb120c7031b1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4629	TCGA-38-4629-01A	Primary Tumor
d76becf1-009d-4c19-94b7-81fb6bac9ce7	ed610a8d-576a-4f6a-8259-01f9dd48b9d4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7147	TCGA-78-7147-01A	Primary Tumor
29ba53aa-0196-4faa-b83a-ac5693f55c74	38546283-9872-45fd-b15d-c8b35c538264.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8092	TCGA-55-8092-01A	Primary Tumor
c67540ae-910c-4f3e-aac2-d20f138f1c75	23894b02-d2b5-4a15-a11f-cf81d9d97f53.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6975	TCGA-55-6975-01A	Primary Tumor
0f7252b5-7fac-4726-9045-cb2b7a7a4010	79caf319-b6a9-4e02-aede-444242d215d4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7713	TCGA-86-7713-01A	Primary Tumor
0d2fe5ba-b4a4-41ea-9e75-2373dd97abf5	485f059b-e143-40b6-b4d2-96bb7497558f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-6205	TCGA-75-6205-01A	Primary Tumor
27c5d0db-8945-4f8b-ab4f-af90293b5a4a	888c9616-312f-4792-a4e6-3a759e6b5384.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-44-2657	TCGA-44-2657-11A	Solid Tissue Normal
537f50e2-2c6e-45a1-96dc-390e52b31d8e	6095b94e-2101-4128-ae51-f0c77daf7811.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5044	TCGA-50-5044-01A	Primary Tumor
c02fbab8-d4f2-45b9-a50f-5015465c4520	8458d0dd-5bc6-42e7-a60d-2953cec4ac9d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-8457	TCGA-50-8457-01A	Primary Tumor
366622aa-9858-4775-a242-fd1109945d87	cecac722-4fe4-45e5-85e9-a4ce24c567b2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2668	TCGA-44-2668-11A	Solid Tissue Normal
6398d3f9-696d-4dfb-9cd7-4a5b8caf56f7	cefc0de0-beb1-4322-8a9c-0ecef62a980d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-75-6212	TCGA-75-6212-01A	Primary Tumor
d07c61cc-a217-4e6a-ac21-d4feaea1c42b	5508b449-cf2f-438b-928a-e50fc7a05b43.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LUAD	TCGA-97-8171	TCGA-97-8171-01A	Primary Tumor
378cae38-c874-4bc1-b4d7-34feab625e37	5eb38f95-cf76-4066-9a4f-df7c30728ff2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-A456	TCGA-86-A456-01A	Primary Tumor
f84e3fb8-ed6c-4839-ba14-5b58447058db	a54f5ecf-6e18-473f-ae1b-a06b4a1fd9c8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8616	TCGA-55-8616-01A	Primary Tumor
a47ca7db-8f7a-470d-b14e-9ba2589860bb	bfd76989-9812-4065-9e07-22a1bc498018.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-5429	TCGA-05-5429-01A	Primary Tumor
3c4e84b9-1043-40ef-8988-73fd8d64f747	ce0b61e5-ee68-4577-896c-aa3f2894fb36.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A48X	TCGA-55-A48X-01A	Primary Tumor
12e2068b-c213-4580-bdea-f5ced59f5cd6	6a3fa1d9-70c2-4d2f-86c7-06cc17f4083c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-55-1595	TCGA-55-1595-01A	Primary Tumor
f64ae3fd-85f6-43fa-8489-8404e9c15d83	5aa5502f-54a6-415f-9299-670ec3d24413.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-LUAD	TCGA-38-4630	TCGA-38-4630-01A	Primary Tumor
